order_id,order_date,ship_date,ship_mode,customer_id,sales_rep,location_id,product_id,sales,quantity,discount,profit,customer_name,segment,product_name,category,sub_category,sales_team,sales_team_manager,city,state,postal_code,region
CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Organic,"90032,Los Angeles",TEC-PH-10002033,911.42,4.0,0.2,68.36,Brosina Hoffman,Consumer,Konftel 250 Conference phone - Charcoal black,Technology,Phones,Organic,Organic,Los Angeles,California,90032.0,West
CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Organic,"28027,Concord",OFF-PA-10002365,15.55,3.0,0.2,5.44,Andrew Allen,Consumer,Xerox 1967,Office Supplies,Paper,Organic,Organic,Concord,North Carolina,28027.0,South
CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Organic,"98103,Seattle",OFF-BI-10003656,407.98,3.0,0.2,132.59,Irene Maddox,Consumer,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,Organic,Organic,Seattle,Washington,98103.0,West
US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Alan Ray,"76106,Fort Worth",OFF-AP-10002311,68.81,5.0,0.8,-123.86,Harold Pawlan,Home Office,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,Alfa,James Goodwill,Fort Worth,Texas,76106.0,Central
US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Organic,"76106,Fort Worth",OFF-BI-10000756,2.54,3.0,0.8,-3.82,Harold Pawlan,Home Office,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,Organic,Organic,Fort Worth,Texas,76106.0,Central
CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Organic,"53711,Madison",OFF-ST-10004186,665.88,6.0,0.0,13.32,Pete Kriz,Consumer,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Organic,Organic,Madison,Wisconsin,53711.0,Central
CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Organic,"84084,West Jordan",OFF-ST-10000107,55.5,2.0,0.0,9.99,Alejandro Grove,Consumer,Fellowes Super Stor/Drawer,Office Supplies,Storage,Organic,Organic,West Jordan,Utah,84084.0,West
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Organic,"94109,San Francisco",OFF-AR-10003056,8.56,2.0,0.0,2.48,Zuschuss Donatelli,Consumer,Newell 341,Office Supplies,Art,Organic,Organic,San Francisco,California,94109.0,West
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Organic,"94109,San Francisco",TEC-PH-10001949,213.48,3.0,0.2,16.01,Zuschuss Donatelli,Consumer,Cisco SPA 501G IP Phone,Technology,Phones,Organic,Organic,San Francisco,California,94109.0,West
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Organic,"94109,San Francisco",OFF-BI-10002215,22.72,4.0,0.2,7.38,Zuschuss Donatelli,Consumer,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,Organic,Organic,San Francisco,California,94109.0,West
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Steve Pepple,"68025,Fremont",OFF-AR-10000246,19.46,7.0,0.0,5.06,Ken Black,Corporate,Newell 318,Office Supplies,Art,Bravo,Tracy Banks,Fremont,Nebraska,68025.0,Central
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Morris Garcia,"68025,Fremont",OFF-AP-10001492,60.34,7.0,0.0,15.69,Ken Black,Corporate,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Bravo,Tracy Banks,Fremont,Nebraska,68025.0,Central
US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Organic,"19140,Philadelphia",FUR-CH-10002774,71.37,2.0,0.3,-1.02,Sandra Flanagan,Consumer,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Organic,"84057,Orem",FUR-TA-10000577,1044.63,3.0,0.0,240.26,Emily Burns,Consumer,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Organic,Organic,Orem,Utah,84057.0,West
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Organic,"90049,Los Angeles",OFF-BI-10001634,11.65,2.0,0.2,4.22,Eric Hoffmann,Consumer,Wilson Jones Active Use Binders,Office Supplies,Binders,Organic,Organic,Los Angeles,California,90049.0,West
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Organic,"90049,Los Angeles",TEC-AC-10003027,90.57,3.0,0.0,11.77,Eric Hoffmann,Consumer,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,Organic,Organic,Los Angeles,California,90049.0,West
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",FUR-BO-10004834,3083.43,7.0,0.5,-1665.05,Tracy Blumstein,Consumer,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",OFF-BI-10000474,9.62,2.0,0.7,-7.05,Tracy Blumstein,Consumer,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",FUR-FU-10004848,124.2,3.0,0.2,15.53,Tracy Blumstein,Consumer,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",OFF-EN-10001509,3.26,2.0,0.2,1.1,Tracy Blumstein,Consumer,Poly String Tie Envelopes,Office Supplies,Envelopes,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",OFF-AR-10004042,86.3,6.0,0.2,9.71,Tracy Blumstein,Consumer,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",OFF-BI-10001525,6.86,6.0,0.7,-5.72,Tracy Blumstein,Consumer,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Organic,"19140,Philadelphia",OFF-AR-10001683,15.76,2.0,0.2,3.55,Tracy Blumstein,Consumer,Lumber Crayons,Office Supplies,Art,Organic,Organic,Philadelphia,Pennsylvania,19140.0,East
CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Organic,"77095,Houston",OFF-PA-10000249,29.47,3.0,0.2,9.95,Matt Abelman,Home Office,Easy-staple paper,Office Supplies,Paper,Organic,Organic,Houston,Texas,77095.0,Central
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Alan Ray,"75080,Richardson",TEC-PH-10004977,1097.54,7.0,0.2,123.47,Gene Hale,Corporate,GE 30524EE4,Technology,Phones,Alfa,James Goodwill,Richardson,Texas,75080.0,Central
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Jessica Smith,"75080,Richardson",FUR-FU-10003664,190.92,5.0,0.6,-147.96,Gene Hale,Corporate,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,Delta,Britanny Bold,Richardson,Texas,75080.0,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Organic,"77041,Houston",OFF-EN-10002986,113.33,9.0,0.2,35.42,Steve Nguyen,Home Office,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,Organic,Organic,Houston,Texas,77041.0,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Organic,"77041,Houston",FUR-BO-10002545,532.4,3.0,0.32,-46.98,Steve Nguyen,Home Office,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Organic,Organic,Houston,Texas,77041.0,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Erica Jones,"77041,Houston",FUR-CH-10004218,212.06,3.0,0.3,-15.15,Steve Nguyen,Home Office,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Alfa,James Goodwill,Houston,Texas,77041.0,Central
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Organic,"77041,Houston",TEC-PH-10000486,371.17,4.0,0.2,41.76,Steve Nguyen,Home Office,Plantronics HL10 Handset Lifter,Technology,Phones,Organic,Organic,Houston,Texas,77041.0,Central
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Anne Wu,"60540,Naperville",TEC-PH-10004093,147.17,4.0,0.2,16.56,Linda Cazamias,Corporate,Panasonic Kx-TS550,Technology,Phones,Delta,Britanny Bold,Naperville,Illinois,60540.0,Central
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Mary Gerrard,"90049,Los Angeles",OFF-ST-10003479,77.88,2.0,0.0,3.89,Ruben Ausman,Corporate,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Delta,Britanny Bold,Los Angeles,California,90049.0,West
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Sheila Stones,"32935,Melbourne",OFF-ST-10003282,95.62,2.0,0.2,9.56,Erin Smith,Corporate,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,Delta,Britanny Bold,Melbourne,Florida,32935.0,South
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Jimmy Grey,"55122,Eagan",TEC-AC-10000171,45.98,2.0,0.0,19.77,Odella Nelson,Corporate,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,Charlie,Alisha Cordwell,Eagan,Minnesota,55122.0,Central
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Sheila Stones,"55122,Eagan",OFF-BI-10003291,17.46,2.0,0.0,8.21,Odella Nelson,Corporate,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Delta,Britanny Bold,Eagan,Minnesota,55122.0,Central
CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Organic,"48185,Westland",OFF-ST-10001713,211.96,4.0,0.0,8.48,Patrick O'Donnell,Consumer,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,Organic,Organic,Westland,Michigan,48185.0,Central
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Organic,"19901,Dover",TEC-AC-10002167,45.0,3.0,0.0,4.95,Lena Hernandez,Consumer,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,Organic,Organic,Dover,Delaware,19901.0,East
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Organic,"19901,Dover",TEC-PH-10003988,21.8,2.0,0.0,6.1,Lena Hernandez,Consumer,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,Organic,Organic,Dover,Delaware,19901.0,East
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Organic,"47150,New Albany",OFF-BI-10004410,38.22,6.0,0.0,17.96,Darren Powers,Consumer,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,Organic,Organic,New Albany,Indiana,47150.0,Central
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Organic,"47150,New Albany",OFF-LA-10002762,75.18,6.0,0.0,35.33,Darren Powers,Consumer,Avery 485,Office Supplies,Labels,Organic,Organic,New Albany,Indiana,47150.0,Central
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Organic,"47150,New Albany",FUR-FU-10001706,6.16,2.0,0.0,2.96,Darren Powers,Consumer,Longer-Life Soft White Bulbs,Furniture,Furnishings,Organic,Organic,New Albany,Indiana,47150.0,Central
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Organic,"47150,New Albany",FUR-CH-10003061,89.99,1.0,0.0,17.1,Darren Powers,Consumer,"Global Leather Task Chair, Black",Furniture,Chairs,Organic,Organic,New Albany,Indiana,47150.0,Central
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Jessica Smith,"10024,New York City",OFF-FA-10000304,15.26,7.0,0.0,6.26,Janet Molinari,Corporate,Advantus Push Pins,Office Supplies,Fasteners,Delta,Britanny Bold,New York City,New York,10024.0,East
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Morris Garcia,"10024,New York City",TEC-PH-10002447,1029.95,5.0,0.0,298.69,Janet Molinari,Corporate,AT&T CL83451 4-Handset Telephone,Technology,Phones,Bravo,Tracy Banks,New York City,New York,10024.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",OFF-ST-10000604,208.56,6.0,0.0,52.14,Ted Butterfield,Consumer,Home/Office Personal File Carts,Office Supplies,Storage,Organic,Organic,Troy,New York,12180.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",OFF-PA-10001569,32.4,5.0,0.0,15.55,Ted Butterfield,Consumer,Xerox 232,Office Supplies,Paper,Organic,Organic,Troy,New York,12180.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",FUR-CH-10003968,319.41,5.0,0.1,7.1,Ted Butterfield,Consumer,Novimex Turbo Task Chair,Furniture,Chairs,Organic,Organic,Troy,New York,12180.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",OFF-PA-10000587,14.56,2.0,0.0,6.99,Ted Butterfield,Consumer,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,Organic,Organic,Troy,New York,12180.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",TEC-AC-10002167,30.0,2.0,0.0,3.3,Ted Butterfield,Consumer,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,Organic,Organic,Troy,New York,12180.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",OFF-BI-10001460,48.48,4.0,0.2,16.36,Ted Butterfield,Consumer,Plastic Binding Combs,Office Supplies,Binders,Organic,Organic,Troy,New York,12180.0,East
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Organic,"12180,Troy",OFF-AR-10001868,1.68,1.0,0.0,0.84,Ted Butterfield,Consumer,Prang Dustless Chalk Sticks,Office Supplies,Art,Organic,Organic,Troy,New York,12180.0,East
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Organic,"90004,Los Angeles",TEC-AC-10004633,13.98,2.0,0.0,6.15,Kunst Miller,Consumer,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,Organic,Organic,Los Angeles,California,90004.0,West
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Organic,"90004,Los Angeles",OFF-BI-10001078,25.82,6.0,0.2,9.36,Kunst Miller,Consumer,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,Organic,Organic,Los Angeles,California,90004.0,West
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Organic,"90004,Los Angeles",OFF-PA-10003892,146.73,3.0,0.0,68.96,Kunst Miller,Consumer,Xerox 1943,Office Supplies,Paper,Organic,Organic,Los Angeles,California,90004.0,West
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Organic,"90004,Los Angeles",FUR-FU-10000397,79.76,4.0,0.0,22.33,Kunst Miller,Consumer,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,Organic,Organic,Los Angeles,California,90004.0,West
US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Organic,"60610,Chicago",FUR-CH-10001146,213.12,5.0,0.3,-15.22,Paul Stevenson,Home Office,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Organic,Organic,Chicago,Illinois,60610.0,Central
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Sheila Stones,"85234,Gilbert",OFF-AR-10002671,1113.02,8.0,0.2,111.3,Brendan Sweed,Corporate,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,Delta,Britanny Bold,Gilbert,Arizona,85234.0,West
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Jessica Smith,"85234,Gilbert",TEC-PH-10002726,167.97,4.0,0.2,62.99,Brendan Sweed,Corporate,netTALK DUO VoIP Telephone Service,Technology,Phones,Delta,Britanny Bold,Gilbert,Arizona,85234.0,West
CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Organic,"22153,Springfield",OFF-PA-10000482,75.88,2.0,0.0,35.66,Karen Daniels,Consumer,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Organic,Organic,Springfield,Virginia,22153.0,South
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Organic,"10009,New York City",OFF-BI-10004654,4.62,1.0,0.2,1.73,Henry MacAllister,Consumer,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,Organic,Organic,New York City,New York,10009.0,East
CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,Organic,"49201,Jackson",OFF-PA-10004675,19.05,3.0,0.0,8.76,Tracy Blumstein,Consumer,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,Organic,Organic,Jackson,Michigan,49201.0,Central
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Organic,"38109,Memphis",FUR-CH-10000513,831.94,8.0,0.2,-114.39,Joel Eaton,Consumer,High-Back Leather Manager's Chair,Furniture,Chairs,Organic,Organic,Memphis,Tennessee,38109.0,South
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Organic,"38109,Memphis",FUR-FU-10003708,97.04,2.0,0.2,1.21,Joel Eaton,Consumer,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,Organic,Organic,Memphis,Tennessee,38109.0,South
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Organic,"38109,Memphis",OFF-ST-10004123,72.78,1.0,0.2,-18.2,Joel Eaton,Consumer,Safco Industrial Wire Shelving System,Office Supplies,Storage,Organic,Organic,Memphis,Tennessee,38109.0,South
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Mary Gerrard,"77041,Houston",OFF-BI-10004182,1.25,3.0,0.8,-1.93,Ken Brennan,Corporate,Economy Binders,Office Supplies,Binders,Delta,Britanny Bold,Houston,Texas,77041.0,Central
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Stella Given,"77041,Houston",FUR-FU-10000260,9.71,3.0,0.6,-5.82,Ken Brennan,Corporate,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,Charlie,Alisha Cordwell,Houston,Texas,77041.0,Central
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Alan Ray,"77041,Houston",OFF-ST-10000615,27.24,3.0,0.2,2.72,Ken Brennan,Corporate,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,Alfa,James Goodwill,Houston,Texas,77041.0,Central
US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,Organic,"77070,Houston",FUR-FU-10003194,19.3,5.0,0.6,-14.48,Joel Eaton,Consumer,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,Organic,Organic,Houston,Texas,77070.0,Central
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Anne Wu,"35601,Decatur",OFF-AP-10002118,208.16,1.0,0.0,56.2,Stewart Carmichael,Corporate,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,Delta,Britanny Bold,Decatur,Alabama,35601.0,South
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Alan Ray,"35601,Decatur",OFF-BI-10002309,16.74,3.0,0.0,8.04,Stewart Carmichael,Corporate,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,Alfa,James Goodwill,Decatur,Alabama,35601.0,South
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Organic,"94122,San Francisco",OFF-AR-10002053,14.9,5.0,0.0,4.17,Duane Noonan,Consumer,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,Organic,Organic,San Francisco,California,94122.0,West
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Organic,"94122,San Francisco",OFF-ST-10002370,21.39,1.0,0.0,6.2,Duane Noonan,Consumer,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,Organic,Organic,San Francisco,California,94122.0,West
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,Steve Pepple,"27707,Durham",OFF-EN-10000927,200.98,7.0,0.2,62.81,Julie Creighton,Corporate,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,Bravo,Tracy Banks,Durham,North Carolina,27707.0,South
US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,Organic,"60623,Chicago",OFF-ST-10003656,230.38,3.0,0.2,-48.95,Christopher Schild,Home Office,Safco Industrial Wire Shelving,Office Supplies,Storage,Organic,Organic,Chicago,Illinois,60623.0,Central
CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,Organic,"29203,Columbia",FUR-CH-10000863,301.96,2.0,0.0,33.22,Patrick O'Donnell,Consumer,Novimex Swivel Fabric Task Chair,Furniture,Chairs,Organic,Organic,Columbia,South Carolina,29203.0,South
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Organic,"55901,Rochester",TEC-AC-10001998,19.99,1.0,0.0,6.8,Paul Gonzalez,Consumer,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,Organic,Organic,Rochester,Minnesota,55901.0,Central
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Organic,"55901,Rochester",OFF-LA-10000134,6.16,2.0,0.0,2.96,Paul Gonzalez,Consumer,Avery 511,Office Supplies,Labels,Organic,Organic,Rochester,Minnesota,55901.0,Central
CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,Organic,"77095,Houston",OFF-ST-10003442,158.37,7.0,0.2,13.86,Gary Mitchum,Home Office,Eldon Portable Mobile Manager,Office Supplies,Storage,Organic,Organic,Houston,Texas,77095.0,Central
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Stella Given,"90036,Los Angeles",OFF-AR-10004930,20.1,3.0,0.0,6.63,Jim Sink,Corporate,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,Charlie,Alisha Cordwell,Los Angeles,California,90036.0,West
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Daniel Gates,"90036,Los Angeles",TEC-PH-10004093,73.58,2.0,0.2,8.28,Jim Sink,Corporate,Panasonic Kx-TS550,Technology,Phones,Charlie,Alisha Cordwell,Los Angeles,California,90036.0,West
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Mary Gerrard,"90036,Los Angeles",OFF-PA-10000304,6.48,1.0,0.0,3.11,Jim Sink,Corporate,Xerox 1995,Office Supplies,Paper,Delta,Britanny Bold,Los Angeles,California,90036.0,West
